Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
1999,08,17,00:01:38,40.756,29.955,17,7.6,"TURKEY",934848098
2025,04,23,09:49:10,40.8395,28.142,10,6.2,"TURKEY",1745401750
1999,08,17,13:04:25,40.878,28.706,8,6,"TURKEY",934895065
1999,09,13,11:55:27,40.75,30.079,10.4,5.8,"TURKEY",937223727
2019,09,26,10:59:26,40.89,28.1727,10,5.7,"TURKEY",1569495566
1999,09,29,00:13:06,40.738,29.331,12.2,5.2,"TURKEY",938563986
1999,08,19,15:17:45,40.629,29.137,12,5.2,"TURKEY",935075865
1999,08,31,08:10:49,40.756,29.935,4,5.2,"TURKEY",936087049
1983,10,21,20:34:49,40.1435,29.3521,12.3,5.1,"TURKEY",435616489
2023,12,04,07:42:19,40.438,28.8561,6.5,5.1,"TURKEY",1701675739
2006,10,24,14:00:22,40.4758,29.0356,14.1,5,"TURKEY",1161698422
1988,04,24,20:49:33,40.876,28.2361,10.8,5,"TURKEY",577918173
2025,04,23,10:02:33,40.9205,28.4795,10,5,"TURKEY",1745402553
2025,04,23,12:12:57,40.8591,28.2296,10,5,"TURKEY",1745410377
1999,08,17,00:16:26,40.775,29.934,10,5,"TURKEY",934848986
2000,12,07,12:16:38,41.409,29.362,10,5,"TURKEY",976191398
1999,09,09,01:32:07,40.702,29.146,8.5,5,"TURKEY",936840727
2012,06,07,20:54:26,40.8459,27.9342,7.7,5,"TURKEY",1339102466
1999,08,17,02:50:46,40.783,30.064,11.3,4.9,"TURKEY",934858246
2020,01,11,13:37:37,40.9186,28.2605,10,4.9,"TURKEY",1578749857
2019,09,24,08:00:24,40.8722,28.2498,10,4.9,"TURKEY",1569312024
1993,12,12,17:21:26,41.5494,28.786,28.2,4.8,"TURKEY",755716886
1992,03,22,16:52:24,40.2011,28.3489,24.5,4.8,"TURKEY",701283144
1999,08,26,17:49:38,40.769,30.003,12.2,4.8,"TURKEY",935689778
1991,02,12,09:54:58,40.7967,28.8231,10,4.8,"TURKEY",666352498
1983,02,01,13:54:11,40.2038,28.9369,3.1,4.8,"TURKEY",412955651
2006,10,20,18:15:24,40.2478,28.0145,1.7,4.8,"TURKEY",1161368124
1983,10,30,14:46:37,40.1387,29.3779,10,4.7,"TURKEY",436373197
1985,09,14,15:23:09,40.7249,29.112,7.6,4.7,"TURKEY",495559389
1999,08,17,01:07:54,40.761,29.948,22,4.6,"TURKEY",934852074
1971,05,01,13:45:27,40.9517,27.9865,13,4.6,"TURKEY",41953527
1986,10,26,04:49:29,40.8005,28.993,10,4.6,"TURKEY",530686169
2006,12,19,19:15:37,40.3855,28.3113,10,4.6,"TURKEY",1166555737
1999,08,17,01:33:07,40.682,29.108,7.4,4.6,"TURKEY",934853587
1999,10,20,23:08:20,40.831,29.027,6.6,4.6,"TURKEY",940460900
1981,12,26,17:53:34,40.1476,28.74,0,4.6,"TURKEY",378237214
1999,08,17,10:46:43,40.766,29.698,13.3,4.5,"TURKEY",934886803
2014,07,03,05:04:45,40.248,28.031,13,4.5,"TURKEY",1404363885
2011,07,11,16:09:13,40.1811,29.9579,12.3,4.5,"TURKEY",1310400553
1981,03,12,04:06:00,40.8006,28.0861,12.2,4.5,"TURKEY",353217960
2025,04,23,10:01:04,40.8025,28.2762,10,4.5,"TURKEY",1745402464
1982,06,09,04:13:36,40.1403,28.8944,10,4.5,"TURKEY",392444016
1991,03,03,08:39:25,40.6255,29.0024,10,4.5,"TURKEY",667989565
1999,08,20,09:28:55,40.618,29.132,9.8,4.5,"TURKEY",935141335
1999,09,18,00:48:25,40.603,29.206,9.5,4.5,"TURKEY",937615705
2003,06,09,17:44:02,40.1861,28.0099,9.1,4.5,"TURKEY",1055180642
1981,07,23,16:35:28,40.2973,28.9364,6.8,4.5,"TURKEY",364754128
1988,01,01,12:21:51,40.1365,29.232,6.4,4.5,"TURKEY",568038111
1999,08,31,08:33:23,40.732,29.945,5.9,4.5,"TURKEY",936088403
1999,08,19,14:15:57,40.601,29.149,3.1,4.5,"TURKEY",935072157
2016,06,07,04:09:45,40.2627,29.146,11.5,4.4,"TURKEY",1465272585
2004,05,16,03:30:48,40.7529,29.3295,11,4.4,"TURKEY",1084678248
2019,09,26,11:26:37,40.8556,28.1944,10,4.4,"TURKEY",1569497197
1993,03,18,07:22:44,40.4552,27.9811,9.5,4.4,"TURKEY",732439364
2015,11,16,15:45:44,40.8751,28.7644,9.3,4.4,"TURKEY",1447688744
2003,07,20,04:46:26,40.294,29.6803,7,4.4,"TURKEY",1058676386
2010,10,03,17:49:03,40.8323,28.176,3.2,4.4,"TURKEY",1286128143
1987,10,27,03:15:30,40.4182,28.4575,17.7,4.3,"TURKEY",562302930
2025,04,25,17:33:16,40.8476,28.4496,13.7,4.3,"TURKEY",1745602396
2008,03,12,18:53:32,40.638,28.9981,12,4.3,"TURKEY",1205348012
2020,09,24,13:38:31,40.8072,28.0956,10,4.3,"TURKEY",1600954711
2019,10,10,16:52:03,40.722,29.2217,10,4.3,"TURKEY",1570726323
2019,09,26,20:20:18,40.8284,28.1856,10,4.3,"TURKEY",1569529218
2018,12,20,06:34:25,40.6063,28.9761,10,4.3,"TURKEY",1545287665
1993,03,18,07:51:37,40.4271,28.004,8.5,4.3,"TURKEY",732441097
1983,11,15,10:59:11,40.1242,29.2767,7.2,4.3,"TURKEY",437741951
1985,04,11,13:11:45,40.7036,29.009,6,4.3,"TURKEY",482073105
2008,07,09,04:54:48,40.4283,28.7156,5.6,4.3,"TURKEY",1215579288
1972,11,10,07:40:41,40.4072,28.7267,0,4.3,"TURKEY",90229241
1973,06,11,00:29:33,40.3123,29.3293,26,4.2,"TURKEY",108606573
1981,05,03,20:41:12,40.7945,28.0902,24,4.2,"TURKEY",357770472
1999,08,17,02:23:12,40.526,29.42,19.6,4.2,"TURKEY",934856592
1974,01,18,10:57:14,40.4998,28.9394,18.4,4.2,"TURKEY",127738634
1983,10,27,08:40:09,40.1558,29.3011,17.6,4.2,"TURKEY",436092009
2023,12,17,20:53:53,40.73,29.0587,12.4,4.2,"TURKEY",1702846433
2022,02,06,12:07:52,40.5313,28.9725,11,4.2,"TURKEY",1644149272
1982,07,27,10:23:14,40.3752,28.9501,11,4.2,"TURKEY",396613394
1978,01,16,08:50:22,40.3256,29.1283,10,4.2,"TURKEY",253788622
1978,02,13,05:31:24,40.1397,28.7435,10,4.2,"TURKEY",256195884
1978,05,11,16:35:41,40.1978,29.5804,10,4.2,"TURKEY",263752541
1999,08,17,04:14:23,40.755,29.154,10,4.2,"TURKEY",934863263
2000,07,07,00:15:30,40.858,29.285,10,4.2,"TURKEY",962928930
2018,11,30,02:36:35,40.595,28.955,10,4.2,"TURKEY",1543545395
1999,08,24,18:58:58,40.749,30.023,9,4.2,"TURKEY",935521138
1973,11,22,14:54:53,40.364,29.8804,8.1,4.2,"TURKEY",122828093
2014,10,22,17:11:06,40.4165,30.0978,7.8,4.2,"TURKEY",1413997866
2016,07,17,08:55:41,40.7118,29.18,7.4,4.2,"TURKEY",1468745741
1999,08,31,22:28:33,40.613,29.077,4.5,4.2,"TURKEY",936138513
1999,08,17,01:31:56,40.714,29.027,1.2,4.2,"TURKEY",934853516
1972,06,21,05:06:16,40.2583,30.0415,33,4.1,"TURKEY",77951176
1999,08,17,00:34:51,40.955,30.002,22.6,4.1,"TURKEY",934850091
1999,08,17,00:57:44,40.721,29.717,20,4.1,"TURKEY",934851464
1995,08,19,19:57:13,40.2287,29.6105,16.1,4.1,"TURKEY",808862233
1999,08,17,21:47:40,40.821,30.007,12.9,4.1,"TURKEY",934926460
2011,01,20,02:09:37,40.7342,29.7731,12.5,4.1,"TURKEY",1295489377
1993,05,25,15:36:15,40.4701,28.0711,11.5,4.1,"TURKEY",738344175
1989,01,27,09:48:35,40.4259,29.1492,11,4.1,"TURKEY",601897715
1981,08,28,07:17:08,40.466,29.2109,10,4.1,"TURKEY",367831028
1999,08,23,21:54:51,40.684,29.192,10,4.1,"TURKEY",935445291
2000,01,31,14:38:51,40.712,29.252,9.7,4.1,"TURKEY",949329531
1999,08,20,00:03:02,40.766,29.846,9.5,4.1,"TURKEY",935107382
1995,07,07,18:15:57,40.4849,29.3264,8.7,4.1,"TURKEY",805140957
1987,09,03,16:24:53,40.4566,29.2403,7.5,4.1,"TURKEY",557684693
2013,08,17,18:16:31,40.4367,29.1121,7.2,4.1,"TURKEY",1376763391
1999,08,17,05:45:21,40.744,30.023,7,4.1,"TURKEY",934868721
1999,08,17,09:31:55,40.722,30.067,7,4.1,"TURKEY",934882315
2016,06,25,05:40:11,40.7032,29.2147,6.8,4.1,"TURKEY",1466833211
1993,01,23,15:32:44,40.7843,28.7635,6.3,4.1,"TURKEY",727803164
1972,02,28,02:04:35,40.4014,28.9993,6,4.1,"TURKEY",68090675
1999,08,19,14:24:33,40.611,29.021,5.1,4.1,"TURKEY",935072673
1986,06,27,18:33:36,40.8907,28.3459,5,4.1,"TURKEY",520281216
1984,08,27,06:32:14,40.7375,30.0009,26.5,4,"TURKEY",462436334
1995,10,28,10:45:01,40.8354,27.9717,24.8,4,"TURKEY",814877101
1994,03,28,16:59:00,40.3946,29.9607,17.3,4,"TURKEY",764873940
1999,09,06,06:33:26,40.788,29.746,17.2,4,"TURKEY",936599606
1983,11,03,18:46:17,40.1552,29.2794,14.5,4,"TURKEY",436733177
2025,04,23,10:46:15,40.774,28.2787,13.8,4,"TURKEY",1745405175
1993,12,09,11:15:02,40.6657,29.8306,13.5,4,"TURKEY",755435702
1999,08,20,09:48:37,40.738,29.802,12.5,4,"TURKEY",935142517
1999,08,17,01:47:03,40.796,29.322,12,4,"TURKEY",934854423
2014,08,03,22:22:44,40.6075,29.1652,11.5,4,"TURKEY",1407104564
1999,08,17,06:01:33,40.774,29.91,11.4,4,"TURKEY",934869693
1999,09,04,10:30:53,40.7,29.935,10.4,4,"TURKEY",936441053
2025,04,23,11:50:35,40.8616,28.3477,10,4,"TURKEY",1745409035
1982,05,20,02:42:48,40.4038,28.9825,10,4,"TURKEY",390710568
1999,08,19,14:30:06,40.735,29.485,10,4,"TURKEY",935073006
1993,03,18,07:19:39,40.3995,28.0061,9.8,4,"TURKEY",732439179
2006,10,25,11:56:04,40.4686,29.0075,9.5,4,"TURKEY",1161777364
2008,06,13,11:02:23,40.3611,28.0017,8.9,4,"TURKEY",1213354943
1991,01,07,05:15:14,40.6902,28.5579,8.3,4,"TURKEY",663225314
1999,08,18,15:34:16,40.797,30.069,7.6,4,"TURKEY",934990456
1976,05,29,22:42:08,40.3634,28.8908,5.8,4,"TURKEY",202257728
1992,04,05,00:48:01,40.7961,27.9314,5.6,4,"TURKEY",702434881
2006,10,25,00:56:56,40.4131,29.002,5.6,4,"TURKEY",1161737816
1981,08,08,15:10:58,40.7091,28.2574,3.3,4,"TURKEY",366131458
1994,02,21,04:36:20,40.2039,29.3188,2.4,4,"TURKEY",761805380
2007,01,28,18:06:59,40.5924,28.3862,0.3,4,"TURKEY",1170007619
1970,09,06,17:39:10,40.2,28.5,0,4,"TURKEY",21490750
1973,02,11,12:57:38,40.4208,28.3257,0,4,"TURKEY",98283458
1982,04,16,08:01:29,40.7925,29.844,0,4,"TURKEY",387792089
1999,08,22,01:47:30,40.609,29.075,23.9,3.9,"TURKEY",935286450
1988,09,06,15:04:09,40.6672,29.8534,18.9,3.9,"TURKEY",589561449
1999,09,26,11:13:05,40.741,29.314,16.6,3.9,"TURKEY",938344385
1999,08,17,13:10:25,40.751,29.639,11.7,3.9,"TURKEY",934895425
2002,02,28,08:37:51,40.802,28.14,11.5,3.9,"TURKEY",1014885471
2008,03,17,04:24:47,40.2412,27.9679,10.7,3.9,"TURKEY",1205727887
1978,02,13,01:48:30,40.1512,28.6484,10,3.9,"TURKEY",256182510
1985,10,04,22:48:30,40.131,29.2891,10,3.9,"TURKEY",497314110
1999,08,17,05:54:42,40.745,29.01,10,3.9,"TURKEY",934869282
1999,08,19,14:47:55,40.577,29.06,10,3.9,"TURKEY",935074075
1999,08,20,20:12:42,40.61,29.074,10,3.9,"TURKEY",935179962
1994,05,28,18:01:18,40.6889,29.878,9.8,3.9,"TURKEY",770148078
1989,03,21,06:15:55,40.6696,29.8695,9.2,3.9,"TURKEY",606464155
1999,09,01,03:23:27,40.612,29.072,8.6,3.9,"TURKEY",936156207
1991,05,08,11:49:34,40.1372,29.2708,8,3.9,"TURKEY",673703374
1996,03,21,13:02:19,40.2452,29.5466,7.7,3.9,"TURKEY",827413339
1990,06,10,11:36:43,41.3121,29.3508,6.1,3.9,"TURKEY",645017803
2008,07,17,01:43:02,40.2577,28.0233,5.3,3.9,"TURKEY",1216258982
1984,03,24,12:01:40,40.4381,29.3411,2.9,3.9,"TURKEY",448977700
1981,07,22,22:02:45,40.2651,28.8984,2.1,3.9,"TURKEY",364687365
1981,07,21,09:43:37,40.2259,28.8565,1.2,3.9,"TURKEY",364556617
1995,09,14,15:39:20,40.1617,29.6384,0.3,3.9,"TURKEY",811093160
1998,09,25,16:20:08,40.1997,28.8815,0.3,3.9,"TURKEY",906740408
1999,08,21,10:01:30,40.774,29.676,42.1,3.8,"TURKEY",935229690
2012,10,19,08:17:25,41.0299,28.6224,16.8,3.8,"TURKEY",1350634645
2015,08,13,01:01:28,40.6949,29.2698,15.9,3.8,"TURKEY",1439427688
1999,08,17,20:30:41,40.742,29.269,14.8,3.8,"TURKEY",934921841
2004,09,29,15:42:07,40.7907,28.999,13.9,3.8,"TURKEY",1096472527
2001,01,16,03:33:02,40.906,29.084,13.8,3.8,"TURKEY",979615982
2010,06,11,10:56:45,40.4264,28.9573,12.9,3.8,"TURKEY",1276253805
2012,03,14,09:24:54,40.8149,28.7714,12.6,3.8,"TURKEY",1331717094
1999,08,17,15:17:52,40.77,29.797,12.2,3.8,"TURKEY",934903072
1977,11,16,00:47:11,40.263,27.9536,11,3.8,"TURKEY",248489231
1977,11,02,15:05:22,40.5992,29.2863,10,3.8,"TURKEY",247331122
1977,11,10,09:25:12,40.8114,28.164,10,3.8,"TURKEY",248001912
1986,11,12,02:21:57,40.6623,29.8382,10,3.8,"TURKEY",532146117
1999,08,17,01:48:49,40.571,29.067,10,3.8,"TURKEY",934854529
1990,03,22,06:09:48,41.3523,29.3955,8,3.8,"TURKEY",638086188
1991,03,03,14:38:22,40.634,29.1091,8,3.8,"TURKEY",668011102
2002,05,05,09:22:09,40.545,28.304,8,3.8,"TURKEY",1020590529
1994,01,05,21:39:21,40.8516,27.9463,5.9,3.8,"TURKEY",757805961
1991,03,03,12:16:15,40.5905,28.943,4.2,3.8,"TURKEY",668002575
1999,08,19,15:26:21,40.619,29.098,4,3.8,"TURKEY",935076381
1984,12,30,20:28:43,40.1914,29.4963,3.5,3.8,"TURKEY",473286523
1995,06,05,07:06:20,40.407,29.2781,2.9,3.8,"TURKEY",802335980
1977,11,05,13:47:03,40.6022,29.0952,0,3.8,"TURKEY",247585623
1978,09,03,15:04:05,40.6516,29.6238,33,3.7,"TURKEY",273683045
2000,01,10,02:48:15,40.371,27.961,16.3,3.7,"TURKEY",947472495
2009,11,16,18:47:22,40.6043,29.0044,12.8,3.7,"TURKEY",1258397242
2012,10,27,02:38:00,40.4364,28.7213,12,3.7,"TURKEY",1351305480
2006,08,01,21:40:38,40.7838,28.0355,11.1,3.7,"TURKEY",1154468438
2001,03,24,13:07:39,40.866,28.821,11,3.7,"TURKEY",985439259
2001,12,09,11:38:45,40.628,29.122,11,3.7,"TURKEY",1007897925
2000,02,09,16:41:32,40.766,29.941,10.9,3.7,"TURKEY",950114492
1999,12,09,11:38:45,40.635,29.111,10.4,3.7,"TURKEY",944739525
1977,05,04,07:17:44,40.2069,29.5628,10,3.7,"TURKEY",231578264
1988,01,06,12:26:30,40.397,28.904,10,3.7,"TURKEY",568470390
1995,06,19,15:52:34,40.3895,28.9363,10,3.7,"TURKEY",803577154
2019,01,05,04:20:15,40.425,28.3462,10,3.7,"TURKEY",1546662015
2008,10,05,06:04:05,40.5992,28.9986,9.9,3.7,"TURKEY",1223186645
1991,08,05,05:29:17,40.4979,29.3731,9.8,3.7,"TURKEY",681370157
2011,03,09,07:06:13,40.449,28.0579,9.1,3.7,"TURKEY",1299654373
1983,10,28,03:56:39,40.421,28.7909,9,3.7,"TURKEY",436161399
2004,10,11,01:25:11,40.4376,28.9276,9,3.7,"TURKEY",1097457911
1983,11,03,01:20:41,40.1262,29.3738,8,3.7,"TURKEY",436670441
2008,06,06,22:57:19,41.1157,28.8177,7.9,3.7,"TURKEY",1212793039
1999,10,11,02:47:48,40.672,29.046,7.2,3.7,"TURKEY",939610068
1997,04,04,10:06:18,40.1225,29.329,7.1,3.7,"TURKEY",860148378
1983,10,23,19:50:38,40.167,29.2625,7,3.7,"TURKEY",435786638
1999,08,22,17:22:58,40.611,30.066,7,3.7,"TURKEY",935342578
1999,08,17,10:01:42,40.824,30.045,6.9,3.7,"TURKEY",934884102
1999,08,18,06:06:28,40.726,29.282,6.1,3.7,"TURKEY",934956388
1992,09,21,03:44:52,40.4543,30.1053,5.1,3.7,"TURKEY",717047092
1995,08,19,20:05:42,40.1788,29.5764,5,3.7,"TURKEY",808862742
1995,08,23,09:26:20,40.1552,29.6527,5,3.7,"TURKEY",809169980
1997,10,24,00:11:13,40.7345,30.0927,5,3.7,"TURKEY",877651873
2005,11,26,22:27:49,40.6564,29.0658,5,3.7,"TURKEY",1133044069
1985,10,03,18:25:12,40.1785,29.2692,4.6,3.7,"TURKEY",497211912
2011,05,01,08:36:29,40.8544,28.1291,4.4,3.7,"TURKEY",1304238989
1984,04,20,20:48:39,40.8301,30.1065,4.3,3.7,"TURKEY",451342119
2004,05,25,05:40:48,40.4625,29.1239,4.2,3.7,"TURKEY",1085463648
1986,01,28,07:59:30,40.444,29.1063,3.5,3.7,"TURKEY",507283170
1981,12,30,09:39:08,40.1207,28.6158,3.3,3.7,"TURKEY",378553148
1982,07,31,11:07:16,40.1266,28.8475,2.4,3.7,"TURKEY",396961636
1996,10,31,13:53:14,40.3947,28.6721,2.3,3.7,"TURKEY",846769994
1984,05,18,15:34:11,40.1189,29.2642,2,3.7,"TURKEY",453742451
1988,01,01,11:50:40,40.1335,29.1959,0.4,3.7,"TURKEY",568036240
1972,04,15,03:32:42,40.7886,29.7559,0,3.7,"TURKEY",72156762
1981,05,27,02:02:54,40.8184,27.9903,0,3.7,"TURKEY",359776974
1979,08,09,09:28:32,40.9247,29.9704,22.8,3.6,"TURKEY",303038912
2005,09,07,13:50:41,40.7599,29.2286,20.7,3.6,"TURKEY",1126101041
2012,10,21,00:48:09,40.6115,28.9943,18,3.6,"TURKEY",1350780489
2011,10,16,03:42:26,40.7363,28.1081,16.8,3.6,"TURKEY",1318736546
2014,02,05,01:56:44,41.3648,28.6303,16.6,3.6,"TURKEY",1391565404
1999,12,07,14:46:58,40.754,29.127,14.7,3.6,"TURKEY",944578018
1999,09,06,18:53:58,40.74,30.097,14,3.6,"TURKEY",936644038
1999,09,02,16:29:34,40.736,29.698,12.2,3.6,"TURKEY",936289774
1998,11,25,23:38:17,41.2399,29.8573,12,3.6,"TURKEY",912037097
1981,09,17,02:07:38,40.8818,28.0684,11.7,3.6,"TURKEY",369540458
2011,03,09,07:04:04,40.4631,28.0439,11.6,3.6,"TURKEY",1299654244
2000,09,06,14:22:59,40.665,29.215,11.4,3.6,"TURKEY",968250179
1999,09,09,20:21:49,40.738,29.943,11.2,3.6,"TURKEY",936908509
1979,12,19,12:22:23,40.4565,28.5251,10.9,3.6,"TURKEY",314454143
2005,07,23,02:20:20,40.8937,28.1176,10.9,3.6,"TURKEY",1122085220
1998,11,11,11:33:55,40.6925,29.9375,10.7,3.6,"TURKEY",910784035
1999,08,17,07:17:11,40.739,29.725,10.6,3.6,"TURKEY",934874231
2000,11,22,06:59:20,40.648,29.085,10.1,3.6,"TURKEY",974876360
1977,06,14,02:58:25,40.4266,28.9354,10,3.6,"TURKEY",235105105
1977,11,03,21:59:57,40.7143,29.1184,10,3.6,"TURKEY",247442397
1983,01,27,21:01:10,40.2683,28.9833,10,3.6,"TURKEY",412549270
1983,10,25,16:53:13,40.1974,29.4794,10,3.6,"TURKEY",435948793
1983,12,28,17:03:59,40.1774,29.358,10,3.6,"TURKEY",441479039
1985,07,29,10:23:33,40.1347,29.2491,10,3.6,"TURKEY",491480613
1988,02,08,01:17:11,40.4599,29.1601,10,3.6,"TURKEY",571281431
1993,12,08,12:12:41,40.7496,29.7958,10,3.6,"TURKEY",755352761
1994,06,22,19:06:21,40.6784,30.0892,10,3.6,"TURKEY",772311981
1997,04,04,10:03:39,40.1611,29.2812,10,3.6,"TURKEY",860148219
1999,09,04,01:02:02,40.671,29.187,10,3.6,"TURKEY",936406922
1999,12,10,02:03:24,40.635,29.102,10,3.6,"TURKEY",944791404
2012,03,16,13:18:34,40.8454,27.9482,9.8,3.6,"TURKEY",1331903914
1999,09,01,13:57:36,40.736,29.951,9.2,3.6,"TURKEY",936194256
1994,08,12,16:15:36,40.711,29.6793,9,3.6,"TURKEY",776708136
1999,08,19,14:02:36,40.925,29.884,9,3.6,"TURKEY",935071356
1984,06,01,04:20:10,40.1371,29.2662,8.6,3.6,"TURKEY",454911610
1999,08,20,09:34:46,40.575,29.101,8.4,3.6,"TURKEY",935141686
1999,11,14,05:55:09,40.625,29.12,8.2,3.6,"TURKEY",942558909
1983,01,14,21:22:46,40.2026,28.774,8,3.6,"TURKEY",411427366
1990,07,13,09:41:53,40.375,28.886,8,3.6,"TURKEY",647862113
1999,08,19,15:48:19,40.62,29.137,8,3.6,"TURKEY",935077699
1999,08,24,05:30:30,40.705,29.602,8,3.6,"TURKEY",935472630
1974,09,13,12:10:02,40.7932,28.2905,7.6,3.6,"TURKEY",148306202
1982,08,26,19:23:00,40.8633,28.0791,7.1,3.6,"TURKEY",399237780
2001,12,10,02:03:24,40.607,29.129,7,3.6,"TURKEY",1007949804
2006,10,12,18:12:32,40.423,28.3345,7,3.6,"TURKEY",1160676752
1994,10,19,04:16:34,40.5963,29.929,6.9,3.6,"TURKEY",782540194
1999,08,17,18:35:21,40.426,28.719,6.7,3.6,"TURKEY",934914921
2000,09,19,09:22:45,40.729,29.201,6.7,3.6,"TURKEY",969355365
1991,01,06,15:24:32,40.7246,28.5999,6.4,3.6,"TURKEY",663175472
1993,03,18,01:36:16,40.4363,28.0461,6.2,3.6,"TURKEY",732418576
1999,08,23,20:02:01,40.559,28.17,6.2,3.6,"TURKEY",935438521
1992,02,25,20:12:25,40.3729,28.8044,6,3.6,"TURKEY",699048745
2005,09,08,03:39:21,40.7076,29.2222,5.6,3.6,"TURKEY",1126150761
1990,05,04,01:04:40,41.5803,28.3969,5,3.6,"TURKEY",641783080
1995,09,19,03:54:18,40.2503,29.2091,5,3.6,"TURKEY",811482858
1985,10,03,20:11:36,40.1777,29.244,4.6,3.6,"TURKEY",497218296
1992,11,16,11:31:49,41.2709,29.9801,4.6,3.6,"TURKEY",721913509
1999,08,21,23:34:11,40.634,29.12,4.6,3.6,"TURKEY",935278451
1991,07,08,08:40:51,40.2453,29.1675,4.5,3.6,"TURKEY",678962451
2008,06,29,08:28:01,40.4183,28.9998,4.2,3.6,"TURKEY",1214728081
1987,11,22,07:37:35,40.4998,29.1673,4.1,3.6,"TURKEY",564565055
2000,04,15,11:03:29,40.563,28.23,3.6,3.6,"TURKEY",955796609
2014,08,03,10:42:44,40.6057,29.159,3.4,3.6,"TURKEY",1407062564
2015,08,29,12:47:52,40.8712,27.9311,3.2,3.6,"TURKEY",1440852472
1996,03,30,11:44:43,40.7065,29.6833,3,3.6,"TURKEY",828186283
1995,08,20,21:38:38,40.1384,29.6129,2.7,3.6,"TURKEY",808954718
1999,11,07,09:06:13,40.745,30.016,2.2,3.6,"TURKEY",941965573
2007,08,01,19:03:08,40.7755,30.0593,1.6,3.6,"TURKEY",1185994988
1994,05,02,23:00:23,40.7681,29.0484,0.3,3.6,"TURKEY",767919623
1976,01,24,10:21:16,40.6097,29.9556,0,3.6,"TURKEY",191326876
1986,05,05,23:58:59,40.4057,27.9995,0,3.6,"TURKEY",515721539
2012,08,08,13:02:29,40.4243,28.6284,15.8,3.5,"TURKEY",1344430949
2012,10,31,09:55:50,40.4552,28.6935,15.7,3.5,"TURKEY",1351677350
1987,12,15,20:55:55,40.2079,29.6507,14.7,3.5,"TURKEY",566600155
1977,08,18,22:17:54,40.4841,29.2953,14,3.5,"TURKEY",240790674
1983,11,19,17:08:17,40.193,29.4404,12,3.5,"TURKEY",438109697
2009,08,01,16:42:39,40.3662,28.2804,11.6,3.5,"TURKEY",1249144959
1992,03,22,11:43:32,40.2277,28.3238,11.5,3.5,"TURKEY",701264612
1999,09,09,01:02:19,40.73,29.52,11.5,3.5,"TURKEY",936838939
1996,02,14,01:35:49,40.7245,30.0192,11.1,3.5,"TURKEY",824261749
1999,12,16,12:32:44,40.707,29.348,10.8,3.5,"TURKEY",945347564
2010,01,02,04:14:35,40.8532,29.2978,10.8,3.5,"TURKEY",1262405675
2010,02,03,21:57:55,40.4052,28.8576,10.8,3.5,"TURKEY",1265234275
1979,11,11,01:24:58,40.5265,30.0353,10,3.5,"TURKEY",311131498
1983,10,21,21:07:08,40.3091,29.3415,10,3.5,"TURKEY",435618428
1983,10,23,21:11:24,40.2426,29.4183,10,3.5,"TURKEY",435791484
1983,10,30,21:19:04,40.2617,28.9508,10,3.5,"TURKEY",436396744
1983,11,26,02:57:48,40.8089,28.44,10,3.5,"TURKEY",438663468
1984,06,16,19:36:34,40.1624,29.3309,10,3.5,"TURKEY",456262594
1984,12,12,05:25:31,40.2681,29.2815,10,3.5,"TURKEY",471677131
1986,05,12,07:02:34,40.9584,29.7847,10,3.5,"TURKEY",516265354
1987,09,04,20:15:35,40.425,29.181,10,3.5,"TURKEY",557784935
1988,02,07,17:56:29,40.419,29.0903,10,3.5,"TURKEY",571254989
1992,09,09,11:03:44,40.3473,28.6724,10,3.5,"TURKEY",716036624
1994,04,20,09:03:24,40.7706,28.6486,10,3.5,"TURKEY",766832604
1999,08,20,10:22:42,40.597,29.051,10,3.5,"TURKEY",935144562
1994,03,27,04:46:23,40.7755,28.0125,9.7,3.5,"TURKEY",764743583
1997,03,29,21:20:57,40.7296,30.0207,9.6,3.5,"TURKEY",859670457
1999,08,19,03:18:37,40.731,29.973,9.5,3.5,"TURKEY",935032717
2000,01,13,06:53:36,40.724,29.956,9.5,3.5,"TURKEY",947746416
2007,01,25,19:42:47,40.436,27.9499,9.5,3.5,"TURKEY",1169754167
2021,06,19,12:07:52,40.9776,29.1457,9.4,3.5,"TURKEY",1624104472
2009,01,27,21:23:40,41.4964,28.031,9.3,3.5,"TURKEY",1233091420
2011,08,16,17:30:07,40.4395,28.9026,9.3,3.5,"TURKEY",1313515807
1993,05,28,10:27:31,40.4257,28.0522,8.5,3.5,"TURKEY",738584851
1983,03,06,12:35:14,40.8121,28.1883,8.2,3.5,"TURKEY",415802114
1984,10,05,00:03:14,40.5927,28.3213,8.2,3.5,"TURKEY",465782594
1999,08,20,09:56:31,40.567,29.046,8,3.5,"TURKEY",935142991
1991,10,01,10:18:48,40.2588,29.3485,7.9,3.5,"TURKEY",686312328
1992,03,08,02:12:08,40.4119,29.4556,7.9,3.5,"TURKEY",700020728
1980,09,27,03:50:51,40.1281,28.1462,7.8,3.5,"TURKEY",338874651
2012,03,07,14:37:30,40.1361,29.9333,7.7,3.5,"TURKEY",1331131050
1999,08,28,05:23:22,40.631,29.125,7.5,3.5,"TURKEY",935817802
1999,10,05,04:10:03,40.798,29.87,7.3,3.5,"TURKEY",939096603
1991,03,03,20:20:16,40.598,28.968,7.1,3.5,"TURKEY",668031616
